timestamp,pH,turbidity_NTU,CO2_ppm,alarm_flag,maintenance_log
2026-01-15 02:15:00,7.142,2.246,426.81,0,
2026-01-15 02:30:00,7.215,2.036,435.42,0,
2026-01-15 02:45:00,7.136,2.364,422.2,0,
2026-01-15 03:00:00,7.087,2.104,430.75,0,
2026-01-15 03:15:00,7.074,2.12,429.19,0,
2026-01-15 03:30:00,7.071,2.272,426.48,0,
2026-01-15 03:45:00,7.071,2.073,422.97,0,
2026-01-15 04:00:00,7.056,2.126,417.75,0,
2026-01-15 04:15:00,7.112,2.236,423.18,0,
2026-01-15 04:30:00,6.971,1.883,422.54,0,
2026-01-15 04:45:00,7.091,2.065,428.3,0,
2026-01-15 05:00:00,7.02,2.238,419.97,0,
2026-01-15 05:15:00,7.048,2.131,424.15,0,
2026-01-15 05:30:00,6.963,2.351,416.4,0,
2026-01-15 05:45:00,7.076,1.905,422.71,0,
2026-01-15 06:00:00,7.062,1.9,411.05,0,
2026-01-15 06:15:00,7.038,2.283,427.6,0,
2026-01-15 06:30:00,6.905,2.313,417.87,0,
2026-01-15 06:45:00,7.012,2.17,406.48,0,
2026-01-15 07:00:00,6.981,2.277,414.02,0,
2026-01-15 07:15:00,6.872,2.348,412.64,0,
2026-01-15 07:30:00,6.941,2.134,412.78,0,
2026-01-15 07:45:00,6.952,2.172,413.23,0,
2026-01-15 08:00:00,6.953,2.328,411.35,0,
2026-01-15 08:15:00,6.926,2.459,410.07,0,
2026-01-15 08:30:00,6.923,2.172,408.06,0,
2026-01-15 08:45:00,6.975,2.342,415.38,0,
2026-01-15 09:00:00,6.955,2.36,416.32,0,
2026-01-15 09:15:00,6.744,2.485,409.96,0,
2026-01-15 09:30:00,6.865,2.446,410.41,0,
2026-01-15 09:45:00,6.867,2.392,405.52,0,
2026-01-15 10:00:00,6.782,2.687,409.89,0,
2026-01-15 10:15:00,6.87,2.445,410.16,0,
2026-01-15 10:30:00,6.924,2.508,408.04,0,
2026-01-15 10:45:00,6.804,2.339,410.22,0,
2026-01-15 11:00:00,6.872,2.496,409.64,0,
2026-01-15 11:15:00,6.807,2.706,404.01,0,
2026-01-15 11:30:00,6.818,2.701,412.87,0,
2026-01-15 11:45:00,6.924,2.767,407.2,0,
2026-01-15 12:00:00,6.823,2.783,414.7,0,
2026-01-15 12:15:00,6.873,3.035,409.71,0,
2026-01-15 12:30:00,6.758,2.631,415.99,0,
2026-01-15 12:45:00,6.946,2.521,412.93,0,
2026-01-15 13:00:00,6.885,2.625,409.32,0,
2026-01-15 13:15:00,6.849,2.695,405.74,0,
2026-01-15 13:30:00,6.89,2.671,406.11,0,
2026-01-15 13:45:00,6.795,2.847,411.37,0,
2026-01-15 14:00:00,6.929,3.034,410.18,0,
2026-01-15 14:15:00,6.859,3.09,407.67,0,
2026-01-15 14:30:00,6.871,2.945,413.81,0,
2026-01-15 14:45:00,6.863,3.2,411.13,0,
2026-01-15 15:00:00,6.865,2.833,414.87,0,
2026-01-15 15:15:00,6.936,2.647,408.19,0,
2026-01-15 15:30:00,6.921,3.055,416.69,0,
2026-01-15 15:45:00,6.949,2.623,415.34,0,
2026-01-15 16:00:00,6.925,2.787,418.79,0,
2026-01-15 16:15:00,6.959,2.977,418.6,0,
2026-01-15 16:30:00,6.922,2.881,415.07,0,
2026-01-15 16:45:00,7.063,2.864,415.48,0,
2026-01-15 17:00:00,6.883,2.709,424.03,0,
2026-01-15 17:15:00,7.034,2.877,416.5,0,
2026-01-15 17:30:00,7.049,3.02,421.43,0,
2026-01-15 17:45:00,6.948,2.862,417.69,0,
2026-01-15 18:00:00,7.111,2.722,412.55,0,
2026-01-15 18:15:00,7.06,2.645,415.88,0,
2026-01-15 18:30:00,7.068,2.696,423.19,0,
2026-01-15 18:45:00,7.031,2.86,425.15,0,
2026-01-15 19:00:00,7.028,2.834,424.74,0,
2026-01-15 19:15:00,7.038,2.644,428.44,0,
2026-01-15 19:30:00,7.077,2.412,426.16,0,
2026-01-15 19:45:00,7.136,2.785,422.21,0,
2026-01-15 20:00:00,7.084,2.565,428.38,0,
2026-01-15 20:15:00,7.038,2.78,427.35,0,
2026-01-15 20:30:00,7.133,2.54,425.0,0,
2026-01-15 20:45:00,7.145,2.48,429.8,0,
2026-01-15 21:00:00,7.139,2.627,428.8,0,
2026-01-15 21:15:00,7.15,2.932,426.6,0,
2026-01-15 21:30:00,7.105,2.665,428.81,0,
2026-01-15 21:45:00,7.078,2.547,435.63,0,
2026-01-15 22:00:00,7.086,2.554,435.92,0,
2026-01-15 22:15:00,7.053,2.211,431.52,0,
2026-01-15 22:30:00,7.15,2.279,431.32,0,
2026-01-15 22:45:00,7.138,2.045,425.63,0,
2026-01-15 23:00:00,7.123,2.656,438.47,0,
2026-01-15 23:15:00,6.999,2.601,435.91,0,
2026-01-15 23:30:00,7.086,2.406,434.91,0,
2026-01-15 23:45:00,7.206,2.343,422.88,0,
2026-01-16 00:00:00,7.117,2.067,432.16,0,
2026-01-16 00:15:00,7.168,2.245,431.47,0,
2026-01-16 00:30:00,7.079,2.525,434.63,0,
2026-01-16 00:45:00,7.219,2.256,429.97,0,
2026-01-16 01:00:00,7.138,2.132,430.66,0,
2026-01-16 01:15:00,7.157,1.936,433.84,0,
2026-01-16 01:30:00,7.255,2.39,427.99,0,
2026-01-16 01:45:00,7.21,2.157,428.47,0,
2026-01-16 02:00:00,7.115,1.89,431.17,0,
2026-01-16 02:15:00,7.095,2.003,435.33,0,
2026-01-16 02:30:00,7.103,1.939,432.75,0,
2026-01-16 02:45:00,7.138,2.101,433.32,0,
2026-01-16 03:00:00,7.101,2.145,428.74,0,
2026-01-16 03:15:00,7.079,2.032,433.89,0,
2026-01-16 03:30:00,7.165,2.22,420.34,0,
2026-01-16 03:45:00,7.078,2.113,434.76,0,
2026-01-16 04:00:00,7.19,2.259,434.61,0,
2026-01-16 04:15:00,7.071,2.047,427.13,0,
2026-01-16 04:30:00,7.147,2.56,427.92,0,
2026-01-16 04:45:00,7.066,2.023,423.71,0,
2026-01-16 05:00:00,7.087,1.978,422.27,0,
2026-01-16 05:15:00,6.993,1.967,419.9,0,
2026-01-16 05:30:00,6.977,2.099,421.37,0,
2026-01-16 05:45:00,7.033,1.883,423.01,0,
2026-01-16 06:00:00,7.049,2.198,421.68,0,
2026-01-16 06:15:00,6.992,1.882,427.16,0,
2026-01-16 06:30:00,6.916,2.207,418.83,0,
2026-01-16 06:45:00,6.903,1.997,411.7,0,
2026-01-16 07:00:00,6.89,2.16,423.47,0,
2026-01-16 07:15:00,6.863,2.327,411.26,0,
2026-01-16 07:30:00,6.948,2.602,413.17,0,
2026-01-16 07:45:00,6.99,2.116,415.78,0,
2026-01-16 08:00:00,6.924,2.277,415.67,0,
2026-01-16 08:15:00,6.804,2.215,407.55,0,
2026-01-16 08:30:00,6.899,2.216,409.71,0,
2026-01-16 08:45:00,6.893,2.264,406.16,0,
2026-01-16 09:00:00,6.999,2.52,414.0,0,
2026-01-16 09:15:00,6.814,2.349,415.71,0,
2026-01-16 09:30:00,6.861,2.785,405.59,0,
2026-01-16 09:45:00,6.961,2.536,414.01,0,
2026-01-16 10:00:00,6.893,2.348,413.33,0,
2026-01-16 10:15:00,6.894,2.471,406.6,0,
2026-01-16 10:30:00,6.867,2.432,400.98,0,
2026-01-16 10:45:00,6.874,2.698,404.35,0,
2026-01-16 11:00:00,6.894,2.358,406.03,0,
2026-01-16 11:15:00,6.812,2.427,414.4,0,
2026-01-16 11:30:00,6.895,2.564,407.63,0,
2026-01-16 11:45:00,6.782,2.779,404.0,0,
2026-01-16 12:00:00,6.866,2.885,408.59,0,
2026-01-16 12:15:00,6.859,2.929,402.84,0,
2026-01-16 12:30:00,6.82,2.823,410.16,0,
2026-01-16 12:45:00,6.852,2.751,404.32,0,
2026-01-16 13:00:00,6.824,2.902,405.08,0,
2026-01-16 13:15:00,6.804,2.629,410.14,0,
2026-01-16 13:30:00,6.844,2.541,415.91,0,
2026-01-16 13:45:00,6.81,2.898,418.03,0,
2026-01-16 14:00:00,6.886,2.696,405.45,0,
2026-01-16 14:15:00,6.818,2.849,407.64,0,
2026-01-16 14:30:00,6.917,2.887,412.54,0,
2026-01-16 14:45:00,6.828,2.916,415.65,0,
2026-01-16 15:00:00,6.866,3.027,402.86,0,
2026-01-16 15:15:00,6.87,3.017,412.44,0,
2026-01-16 15:30:00,6.975,2.926,410.75,0,
2026-01-16 15:45:00,6.933,2.833,405.64,0,
2026-01-16 16:00:00,6.914,2.916,408.65,0,
2026-01-16 16:15:00,6.959,2.81,412.42,0,
2026-01-16 16:30:00,6.837,2.867,415.64,0,
2026-01-16 16:45:00,6.95,3.285,420.18,0,
2026-01-16 17:00:00,7.061,2.914,418.31,0,
2026-01-16 17:15:00,6.977,2.946,421.45,0,
2026-01-16 17:30:00,6.984,2.764,418.54,0,
2026-01-16 17:45:00,7.018,3.012,416.4,0,
2026-01-16 18:00:00,7.045,2.96,419.27,0,
2026-01-16 18:15:00,6.91,2.948,423.57,0,
2026-01-16 18:30:00,6.935,2.85,425.7,0,
2026-01-16 18:45:00,7.04,2.956,421.75,0,
2026-01-16 19:00:00,7.003,2.974,419.39,0,
2026-01-16 19:15:00,7.114,2.806,425.2,0,
2026-01-16 19:30:00,7.042,2.726,426.5,0,
2026-01-16 19:45:00,6.97,2.856,430.24,0,
2026-01-16 20:00:00,7.012,2.564,423.28,0,
2026-01-16 20:15:00,6.946,2.569,424.0,0,
2026-01-16 20:30:00,7.08,2.645,430.33,0,
2026-01-16 20:45:00,7.089,2.367,426.28,0,
2026-01-16 21:00:00,7.085,2.728,426.69,0,
2026-01-16 21:15:00,7.167,2.434,434.04,0,
2026-01-16 21:30:00,7.179,2.481,424.04,0,
2026-01-16 21:45:00,7.116,2.494,438.2,0,
2026-01-16 22:00:00,7.023,2.506,427.94,0,
2026-01-16 22:15:00,7.165,2.422,434.23,0,
2026-01-16 22:30:00,7.166,2.438,430.65,0,
2026-01-16 22:45:00,7.158,2.413,432.45,0,
2026-01-16 23:00:00,7.194,2.329,430.54,0,
2026-01-16 23:15:00,7.089,2.255,435.2,0,
2026-01-16 23:30:00,7.249,2.509,430.51,0,
2026-01-16 23:45:00,7.102,2.007,429.68,0,
2026-01-17 00:00:00,7.187,2.269,439.25,0,
2026-01-17 00:15:00,7.065,2.207,432.09,0,
2026-01-17 00:30:00,7.102,2.319,429.19,0,
2026-01-17 00:45:00,7.223,2.018,425.81,0,
2026-01-17 01:00:00,7.132,2.142,439.05,0,
2026-01-17 01:15:00,7.184,2.184,429.16,0,
2026-01-17 01:30:00,7.15,2.343,439.33,0,
2026-01-17 01:45:00,7.129,2.217,432.36,0,
2026-01-17 02:00:00,7.198,1.976,430.96,0,
2026-01-17 02:15:00,7.113,2.068,430.66,0,
2026-01-17 02:30:00,7.03,2.263,438.38,0,
2026-01-17 02:45:00,7.073,1.941,420.25,0,
2026-01-17 03:00:00,7.134,2.102,429.34,0,
2026-01-17 03:15:00,7.119,2.106,426.85,0,
2026-01-17 03:30:00,7.013,2.046,426.45,0,
2026-01-17 03:45:00,7.047,2.505,427.26,0,
2026-01-17 04:00:00,7.046,2.038,424.93,0,
2026-01-17 04:15:00,7.048,2.168,426.06,0,
2026-01-17 04:30:00,6.989,1.988,424.5,0,
2026-01-17 04:45:00,7.017,2.187,418.6,0,
2026-01-17 05:00:00,7.002,2.244,424.63,0,
2026-01-17 05:15:00,7.068,2.033,425.21,0,
2026-01-17 05:30:00,7.06,2.122,419.4,0,
2026-01-17 05:45:00,7.003,2.007,428.26,0,
2026-01-17 06:00:00,6.98,1.982,425.34,0,
2026-01-17 06:15:00,6.997,2.323,422.59,0,
2026-01-17 06:30:00,6.94,2.1,421.76,0,
2026-01-17 06:45:00,6.913,1.837,417.78,0,
2026-01-17 07:00:00,6.914,2.482,421.46,0,
2026-01-17 07:15:00,6.92,2.116,422.43,0,
2026-01-17 07:30:00,6.884,2.22,418.64,0,
2026-01-17 07:45:00,6.942,2.524,412.41,0,
2026-01-17 08:00:00,6.961,2.279,413.84,0,
2026-01-17 08:15:00,6.837,2.299,415.63,0,
2026-01-17 08:30:00,6.91,2.163,416.05,0,
2026-01-17 08:45:00,6.89,2.126,411.78,0,
2026-01-17 09:00:00,6.911,2.372,409.25,0,
2026-01-17 09:15:00,6.887,2.476,417.31,0,
2026-01-17 09:30:00,6.808,2.494,406.19,0,
2026-01-17 09:45:00,6.812,2.402,406.26,0,
2026-01-17 10:00:00,6.872,2.503,404.3,0,
2026-01-17 10:15:00,6.917,2.251,405.46,0,
2026-01-17 10:30:00,6.751,2.621,413.9,0,
2026-01-17 10:45:00,6.875,2.602,413.76,0,
2026-01-17 11:00:00,6.915,2.9,408.11,0,
2026-01-17 11:15:00,6.845,2.63,410.22,0,
2026-01-17 11:30:00,6.879,2.512,408.06,0,
2026-01-17 11:45:00,6.815,2.669,403.26,0,
2026-01-17 12:00:00,6.844,2.651,416.87,0,
2026-01-17 12:15:00,6.769,2.787,413.52,0,
2026-01-17 12:30:00,6.734,2.748,409.52,0,
2026-01-17 12:45:00,6.9,2.575,404.81,0,
2026-01-17 13:00:00,6.806,2.537,407.51,0,
2026-01-17 13:15:00,6.835,2.84,405.87,0,
2026-01-17 13:30:00,6.792,3.025,409.3,0,
2026-01-17 13:45:00,6.795,2.844,410.48,0,
2026-01-17 14:00:00,6.861,2.968,408.24,0,
2026-01-17 14:15:00,6.839,3.011,404.2,0,
2026-01-17 14:30:00,6.9,2.91,419.01,0,
2026-01-17 14:45:00,6.91,2.757,411.93,0,
2026-01-17 15:00:00,6.91,2.916,413.34,0,
2026-01-17 15:15:00,6.913,3.073,410.4,0,
2026-01-17 15:30:00,6.988,2.976,406.45,0,
2026-01-17 15:45:00,6.863,3.011,413.0,0,
2026-01-17 16:00:00,6.922,2.831,412.71,0,
2026-01-17 16:15:00,6.99,2.869,417.53,0,
2026-01-17 16:30:00,7.006,2.879,419.03,0,
2026-01-17 16:45:00,6.881,2.885,419.2,0,
2026-01-17 17:00:00,6.946,3.062,420.85,0,
2026-01-17 17:15:00,7.039,2.527,424.87,0,
2026-01-17 17:30:00,7.006,2.874,419.99,0,
2026-01-17 17:45:00,7.0,2.847,423.61,0,
2026-01-17 18:00:00,6.989,2.641,421.98,0,
2026-01-17 18:15:00,6.991,2.933,413.18,0,
2026-01-17 18:30:00,7.034,2.709,420.95,0,
2026-01-17 18:45:00,7.017,2.747,418.87,0,
2026-01-17 19:00:00,7.037,3.06,424.03,0,
2026-01-17 19:15:00,7.052,2.915,420.69,0,
2026-01-17 19:30:00,7.023,2.83,427.01,0,
2026-01-17 19:45:00,7.093,2.779,429.23,0,
2026-01-17 20:00:00,7.221,2.675,430.81,0,
2026-01-17 20:15:00,6.994,2.977,433.14,0,
2026-01-17 20:30:00,7.108,2.773,420.6,0,
2026-01-17 20:45:00,7.061,2.516,423.12,0,
2026-01-17 21:00:00,7.135,2.394,440.2,0,
2026-01-17 21:15:00,7.115,2.663,433.06,0,
2026-01-17 21:30:00,7.157,2.544,430.42,0,
2026-01-17 21:45:00,7.183,2.312,430.11,0,
2026-01-17 22:00:00,7.14,2.564,430.16,0,
2026-01-17 22:15:00,7.191,2.433,423.03,0,
2026-01-17 22:30:00,7.021,2.527,428.0,0,
2026-01-17 22:45:00,7.222,2.488,430.92,0,
2026-01-17 23:00:00,7.164,2.305,428.73,0,
2026-01-17 23:15:00,7.201,2.466,429.43,0,
2026-01-17 23:30:00,7.088,2.272,442.13,0,
2026-01-17 23:45:00,7.108,2.258,430.97,0,
2026-01-18 00:00:00,7.157,2.22,433.11,0,
2026-01-18 00:15:00,7.149,2.447,432.94,0,
2026-01-18 00:30:00,7.163,2.214,434.26,0,
2026-01-18 00:45:00,7.201,2.442,429.86,0,
2026-01-18 01:00:00,7.057,2.485,436.58,0,
2026-01-18 01:15:00,7.191,2.088,433.14,0,
2026-01-18 01:30:00,7.139,1.745,425.94,0,
2026-01-18 01:45:00,7.124,2.324,430.33,0,
2026-01-18 02:00:00,7.056,2.102,429.7,0,
2026-01-18 02:15:00,7.15,2.011,429.1,0,
2026-01-18 02:30:00,6.998,2.042,431.56,0,
2026-01-18 02:45:00,7.145,2.059,431.56,0,
2026-01-18 03:00:00,7.031,2.308,430.55,0,
2026-01-18 03:15:00,7.102,2.132,429.27,0,
2026-01-18 03:30:00,7.085,2.296,427.65,0,
2026-01-18 03:45:00,7.142,2.175,418.06,0,
2026-01-18 04:00:00,7.066,2.054,429.11,0,
2026-01-18 04:15:00,7.032,2.042,427.26,0,
2026-01-18 04:30:00,7.032,2.188,420.65,0,
2026-01-18 04:45:00,7.112,2.231,424.98,0,
2026-01-18 05:00:00,7.066,2.263,425.7,0,
2026-01-18 05:15:00,7.01,2.082,427.03,0,
2026-01-18 05:30:00,7.008,2.157,423.61,0,
2026-01-18 05:45:00,6.931,2.229,422.07,0,
2026-01-18 06:00:00,7.019,2.096,423.79,0,
2026-01-18 06:15:00,6.902,1.997,417.99,0,
2026-01-18 06:30:00,7.018,2.062,420.08,0,
2026-01-18 06:45:00,6.977,2.163,415.17,0,
2026-01-18 07:00:00,7.081,2.316,421.34,0,
2026-01-18 07:15:00,6.897,2.425,409.7,0,
2026-01-18 07:30:00,6.937,2.053,418.67,0,
2026-01-18 07:45:00,7.024,2.188,414.76,0,
2026-01-18 08:00:00,6.985,2.246,417.86,0,
2026-01-18 08:15:00,6.882,2.442,410.21,0,
2026-01-18 08:30:00,6.92,2.268,413.05,0,
2026-01-18 08:45:00,6.901,2.307,412.33,0,
2026-01-18 09:00:00,6.908,2.185,413.25,0,
2026-01-18 09:15:00,6.852,2.494,406.79,0,
2026-01-18 09:30:00,6.877,2.424,413.02,0,
2026-01-18 09:45:00,6.795,2.376,402.64,0,
2026-01-18 10:00:00,6.877,2.461,406.94,0,
2026-01-18 10:15:00,6.888,2.695,402.99,0,
2026-01-18 10:30:00,6.85,2.401,412.23,0,
2026-01-18 10:45:00,6.777,2.452,410.24,0,
2026-01-18 11:00:00,6.905,2.791,410.23,0,
2026-01-18 11:15:00,6.871,2.64,414.12,0,
2026-01-18 11:30:00,6.815,2.754,406.84,0,
2026-01-18 11:45:00,6.836,2.737,410.46,0,
2026-01-18 12:00:00,6.775,2.695,408.26,0,
2026-01-18 12:15:00,6.799,2.67,407.68,0,
2026-01-18 12:30:00,6.824,2.868,413.33,0,
2026-01-18 12:45:00,6.914,2.938,416.56,0,
2026-01-18 13:00:00,6.823,2.945,406.68,0,
2026-01-18 13:15:00,6.89,2.623,411.97,0,
2026-01-18 13:30:00,6.835,3.013,410.19,0,
2026-01-18 13:45:00,6.878,2.779,410.56,0,
2026-01-18 14:00:00,6.863,2.733,410.6,0,
2026-01-18 14:15:00,6.919,2.833,408.69,0,
2026-01-18 14:30:00,6.854,2.994,396.14,0,
2026-01-18 14:45:00,6.809,2.96,417.12,0,
2026-01-18 15:00:00,6.825,2.848,408.74,0,
2026-01-18 15:15:00,6.875,3.018,411.12,0,
2026-01-18 15:30:00,6.846,2.918,411.81,0,
2026-01-18 15:45:00,6.937,2.813,410.2,0,
2026-01-18 16:00:00,6.902,2.794,414.96,0,
2026-01-18 16:15:00,7.052,2.961,414.52,0,
2026-01-18 16:30:00,6.856,2.884,412.54,0,
2026-01-18 16:45:00,6.962,2.686,416.74,0,
2026-01-18 17:00:00,6.905,3.013,416.76,0,
2026-01-18 17:15:00,6.946,2.807,421.37,0,
2026-01-18 17:30:00,6.987,3.108,413.07,0,
2026-01-18 17:45:00,6.874,2.648,415.99,0,
2026-01-18 18:00:00,7.012,2.819,422.9,0,
2026-01-18 18:15:00,7.105,2.728,418.23,0,
2026-01-18 18:30:00,6.997,2.671,417.95,0,
2026-01-18 18:45:00,7.042,2.728,419.98,0,
2026-01-18 19:00:00,7.09,3.048,422.7,0,
2026-01-18 19:15:00,7.04,2.785,423.47,0,
2026-01-18 19:30:00,7.028,2.625,423.75,0,
2026-01-18 19:45:00,6.953,2.448,421.19,0,
2026-01-18 20:00:00,7.107,2.442,429.09,0,
2026-01-18 20:15:00,7.078,2.596,431.97,0,
2026-01-18 20:30:00,7.041,2.558,419.66,0,
2026-01-18 20:45:00,7.105,2.595,421.7,0,
2026-01-18 21:00:00,7.077,2.263,432.5,0,
2026-01-18 21:15:00,7.086,2.564,435.3,0,
2026-01-18 21:30:00,7.149,2.706,421.0,0,
2026-01-18 21:45:00,7.058,2.77,433.24,0,
2026-01-18 22:00:00,7.182,2.216,436.94,0,
2026-01-18 22:15:00,7.065,2.354,427.31,0,
2026-01-18 22:30:00,7.105,2.32,437.41,0,
2026-01-18 22:45:00,7.238,2.444,430.65,0,
2026-01-18 23:00:00,7.201,2.214,432.85,0,
2026-01-18 23:15:00,7.152,2.624,428.89,0,
2026-01-18 23:30:00,7.102,2.353,435.9,0,
2026-01-18 23:45:00,7.123,2.305,435.31,0,
2026-01-19 00:00:00,7.154,2.539,438.9,0,
2026-01-19 00:15:00,7.152,2.275,437.74,0,
2026-01-19 00:30:00,7.144,2.317,431.86,0,
2026-01-19 00:45:00,7.146,2.124,444.2,0,
2026-01-19 01:00:00,7.134,2.012,436.99,0,
2026-01-19 01:15:00,7.07,2.108,433.53,0,
2026-01-19 01:30:00,7.113,2.511,427.1,0,
2026-01-19 01:45:00,7.18,2.262,424.64,0,
2026-01-19 02:00:00,7.061,2.195,424.61,0,
2026-01-19 02:15:00,7.115,1.995,426.24,0,
2026-01-19 02:30:00,7.078,2.267,435.03,0,
2026-01-19 02:45:00,7.118,1.918,430.97,0,
2026-01-19 03:00:00,7.087,1.879,426.03,0,
2026-01-19 03:15:00,7.173,2.024,427.37,0,
2026-01-19 03:30:00,7.117,2.397,426.27,0,
2026-01-19 03:45:00,7.018,2.386,429.87,0,
2026-01-19 04:00:00,7.109,2.032,422.48,0,
2026-01-19 04:15:00,7.028,2.0,426.71,0,
2026-01-19 04:30:00,7.029,1.857,425.79,0,
2026-01-19 04:45:00,7.064,2.119,420.46,0,
2026-01-19 05:00:00,7.014,2.138,429.46,0,
2026-01-19 05:15:00,7.074,2.24,421.16,0,
2026-01-19 05:30:00,6.981,2.267,417.6,0,
2026-01-19 05:45:00,6.979,2.112,424.2,0,
2026-01-19 06:00:00,6.967,2.237,420.22,0,
2026-01-19 06:15:00,6.962,2.062,420.85,0,
2026-01-19 06:30:00,7.035,2.263,413.69,0,
2026-01-19 06:45:00,7.002,2.123,420.91,0,
2026-01-19 07:00:00,7.047,2.286,425.58,0,
2026-01-19 07:15:00,7.065,2.293,411.09,0,
2026-01-19 07:30:00,6.891,2.267,416.82,0,
2026-01-19 07:45:00,6.937,2.397,411.55,0,
2026-01-19 08:00:00,6.866,2.064,424.76,0,
2026-01-19 08:15:00,6.878,2.163,418.29,0,
2026-01-19 08:30:00,6.877,2.306,413.82,0,
2026-01-19 08:45:00,6.848,2.155,407.18,0,
2026-01-19 09:00:00,6.841,2.335,407.57,0,
2026-01-19 09:15:00,6.88,2.366,413.96,0,
2026-01-19 09:30:00,6.82,2.644,405.03,0,
2026-01-19 09:45:00,6.917,2.495,404.7,0,
2026-01-19 10:00:00,6.824,2.654,409.64,0,
2026-01-19 10:15:00,7.006,2.571,409.77,0,
2026-01-19 10:30:00,6.839,2.472,410.43,0,
2026-01-19 10:45:00,6.862,2.598,406.88,0,
2026-01-19 11:00:00,6.79,2.713,412.09,0,
2026-01-19 11:15:00,6.938,2.808,404.78,0,
2026-01-19 11:30:00,6.907,2.633,410.61,0,
2026-01-19 11:45:00,6.865,2.43,408.88,0,
2026-01-19 12:00:00,6.783,2.442,410.4,0,
2026-01-19 12:15:00,6.861,2.673,412.75,0,
2026-01-19 12:30:00,6.795,2.393,406.28,0,
2026-01-19 12:45:00,6.926,3.033,405.59,0,
2026-01-19 13:00:00,6.896,2.872,401.66,0,
2026-01-19 13:15:00,6.863,2.705,400.56,0,
2026-01-19 13:30:00,6.74,2.651,408.21,0,
2026-01-19 13:45:00,6.816,2.987,408.81,0,
2026-01-19 14:00:00,6.904,2.679,405.26,0,
2026-01-19 14:15:00,6.936,2.706,406.54,0,
2026-01-19 14:30:00,6.936,2.755,416.57,0,
2026-01-19 14:45:00,6.808,2.896,414.48,0,
2026-01-19 15:00:00,6.909,2.979,406.47,0,
2026-01-19 15:15:00,6.952,3.071,410.32,0,
2026-01-19 15:30:00,6.826,3.053,414.32,0,
2026-01-19 15:45:00,6.916,2.899,410.83,0,
2026-01-19 16:00:00,6.939,3.053,410.77,0,
2026-01-19 16:15:00,6.919,2.798,413.34,0,
2026-01-19 16:30:00,6.85,2.623,419.77,0,
2026-01-19 16:45:00,6.935,2.792,420.87,0,
2026-01-19 17:00:00,6.945,2.765,413.95,0,
2026-01-19 17:15:00,6.963,2.784,419.5,0,
2026-01-19 17:30:00,6.952,2.726,418.41,0,
2026-01-19 17:45:00,6.968,2.79,415.18,0,
2026-01-19 18:00:00,6.998,2.939,418.81,0,
2026-01-19 18:15:00,7.032,3.09,415.73,0,
2026-01-19 18:30:00,7.004,2.559,426.22,0,
2026-01-19 18:45:00,7.009,2.608,428.55,0,
2026-01-19 19:00:00,7.043,2.664,421.46,0,
2026-01-19 19:15:00,6.952,2.879,421.26,0,
2026-01-19 19:30:00,7.081,2.713,428.81,0,
2026-01-19 19:45:00,7.066,2.614,430.17,0,
2026-01-19 20:00:00,7.077,2.808,421.54,0,
2026-01-19 20:15:00,7.131,2.82,426.07,0,
2026-01-19 20:30:00,6.994,2.65,427.07,0,
2026-01-19 20:45:00,7.0,2.506,424.83,0,
2026-01-19 21:00:00,7.12,2.644,430.03,0,
2026-01-19 21:15:00,7.112,2.543,426.22,0,
2026-01-19 21:30:00,7.128,2.516,427.36,0,
2026-01-19 21:45:00,7.102,2.449,429.57,0,
2026-01-19 22:00:00,7.163,2.639,424.44,0,
2026-01-19 22:15:00,7.181,2.511,422.54,0,
2026-01-19 22:30:00,7.163,2.603,434.76,0,
2026-01-19 22:45:00,7.129,2.622,428.4,0,
2026-01-19 23:00:00,7.04,2.465,440.13,0,
2026-01-19 23:15:00,7.186,2.295,439.66,0,
2026-01-19 23:30:00,7.21,2.503,429.87,0,
2026-01-19 23:45:00,7.182,2.393,441.33,0,
2026-01-20 00:00:00,7.106,2.691,435.75,0,
2026-01-20 00:15:00,7.183,2.324,429.39,0,
2026-01-20 00:30:00,7.192,2.361,421.57,0,
2026-01-20 00:45:00,7.225,2.28,434.52,0,
2026-01-20 01:00:00,7.101,2.202,431.72,0,
2026-01-20 01:15:00,7.131,2.16,433.09,0,
2026-01-20 01:30:00,7.176,2.227,430.17,0,
2026-01-20 01:45:00,7.137,2.246,426.19,0,
2026-01-20 02:00:00,7.074,2.327,428.68,0,
2026-01-20 02:15:00,7.145,2.188,432.8,0,
2026-01-20 02:30:00,7.148,2.061,428.1,0,
2026-01-20 02:45:00,7.117,2.072,427.58,0,
2026-01-20 03:00:00,7.117,1.915,422.41,0,
2026-01-20 03:15:00,7.086,2.357,428.28,0,
2026-01-20 03:30:00,7.165,2.022,422.86,0,
2026-01-20 03:45:00,7.038,2.246,430.34,0,
2026-01-20 04:00:00,7.046,2.141,423.06,0,
2026-01-20 04:15:00,7.067,2.146,424.12,0,
2026-01-20 04:30:00,7.101,2.086,433.25,0,
2026-01-20 04:45:00,6.973,1.99,422.63,0,
2026-01-20 05:00:00,6.973,1.968,421.34,0,
2026-01-20 05:15:00,6.927,2.38,424.68,0,
2026-01-20 05:30:00,7.021,2.148,414.43,0,
2026-01-20 05:45:00,6.954,2.31,425.79,0,
2026-01-20 06:00:00,6.981,2.361,423.98,0,
2026-01-20 06:15:00,7.023,2.106,421.31,0,
2026-01-20 06:30:00,6.948,2.246,404.93,0,
